"Word","Length","SUBTLWF","Ortho_N","Concreteness_Rating","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Pron","NSyll","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"blink","5","5.060","5","4.390","0","1.648","5.630","bl""INk","1","580.679","-0.687","1.000"
"blinked","7","1.270","2","4.030","0","1.266","5.630","bl""INkt","1","586.852","-0.588","1.000"
"blip","4","0.800","3","3.190","0","1.740","11.310","bl""Ip","1","645.148","-0.412","0.964"
"blips","5","0.100","4","#","0","#","11.310","bl""Ips","1","624.308","-0.374","0.929"
"bliss","5","3.140","2","1.370","304","1.708","10.160","bl""Is","1","595.519","-0.551","1.000"
"blithe","6","0.220","0","#","0","#","16.130","bl""aID","1","699.263","-0.110","0.704"
"blitz","5","1.250","1","2.850","0","1.636","10.400","bl""Its","1","587.407","-0.648","0.964"
"bloat","5","0.510","3","3.040","0","#","11.560","bl""ot","1","621.704","-0.479","1.000"
"blob","4","1.180","6","4.060","0","1.676","6.160","bl""Ab","1","575.821","-0.586","1.000"
"block","5","40.530","5","4.480","7,742","2.042","4.790","bl""Ak","1","552.714","-0.648","1.000"
"blocked","7","6.780","3","3.450","3,411","1.987","4.790","bl""Akt","1","576.346","-0.821","1.000"
"blocks","6","15.000","4","#","5,545","1.853","4.790","bl""Aks","1","575.929","-0.669","1.000"
"bloke","5","4.670","2","3.890","0","1.265","13.880","bl""ok","1","614.963","-0.399","0.964"
"blokes","6","1.430","0","#","0","1.240","13.880","bl""oks","1","613.261","-0.392","0.821"
"blond","5","10.450","4","4.410","0","1.470","6.720","bl""And","1","545.667","-0.773","1.000"
"blonde","6","13.920","1","4.520","218","1.405","6.060","bl""And","1","594.357","-0.700","1.000"
"blondes","7","1.550","1","#","0","1.467","6.060","bl""Andz","1","632.231","-0.482","0.963"
"blonde's","8","#","0","#","#","#","#","bl""Andz","1","661.640","-0.264","0.962"
"blood","5","186.120","4","4.860","7,467","1.662","4.890","bl""Vd","1","573.071","-0.633","1.000"
"bloods","6","0.860","6","#","0","1.605","4.890","bl""Vdz","1","678.481","-0.322","1.000"
"bloom","5","5.510","3","4.000","1,575","1.556","6.840","bl""um","1","587.640","-0.631","1.000"
"bloomed","7","0.200","2","#","0","1.306","6.840","bl""umd","1","605.192","-0.556","1.000"
"blooms","6","0.690","4","#","0","0.976","6.840","bl""umz","1","680.423","-0.394","1.000"
"blot","4","0.940","7","3.440","0","1.258","8.380","bl""At","1","609.714","-0.633","1.000"
"blotch","6","0.200","0","3.860","0","#","9.280","bl""AtS","1","638.040","-0.471","1.000"
"blots","5","0.160","8","#","0","1.340","8.380","bl""Ats","1","617.593","-0.618","1.000"
"blouse","6","5.330","0","4.960","0","1.198","6.650","bl""aUs","1","582.607","-0.653","1.000"
"blow","4","97.570","9","3.740","4,575","1.954","4.000","bl""o","1","561.552","-0.850","1.000"
"blower","6","0.330","3","4.070","0","1.514","8.320","bl""o@`","1","593.750","-0.555","1.000"
"blowers","7","0.200","2","#","0","#","8.320","bl""o@`z","1","694.880","-0.060","0.962"
"blown","5","15.900","5","2.880","815","1.895","4.000","bl""on","1","573.037","-0.615","1.000"
"blows","5","15.550","11","#","229","1.769","4.000","bl""oz","1","554.593","-0.692","1.000"
"blue","4","102.390","6","3.760","8,414","1.770","3.530","bl""u","1","547.111","-0.849","1.000"
"blues","5","10.250","6","2.310","5,220","1.354","9.810","bl""uz","1","538.000","-0.811","1.000"
"bluff","5","6.220","1","3.000","181","1.760","8.820","bl""Vf","1","579.571","-0.681","1.000"
"bluffs","6","0.450","1","#","0","#","8.820","bl""Vfs","1","622.038","-0.416","1.000"
"blunt","5","4.900","2","3.070","191","1.915","11.050","bl""Vnt","1","587.393","-0.623","1.000"
"blunts","6","0.350","0","#","0","#","11.050","bl""Vnts","1","624.840","-0.537","0.962"
"blur","4","2.140","3","3.300","0","1.710","8.950","bl""3`","1","597.926","-0.501","1.000"
"blurb","5","0.250","1","3.040","0","#","11.560","bl""3`b","1","579.111","-0.660","1.000"
"blurred","7","0.730","2","3.520","0","1.793","8.950","bl""3`d","1","612.464","-0.495","1.000"
"blush","5","2.670","4","4.410","0","1.445","7.950","bl""VS","1","626.000","-0.581","1.000"
"blushed","7","0.140","3","#","0","1.308","7.950","bl""VSt","1","588.280","-0.585","1.000"
"boa","3","1.290","15","4.920","0","1.524","9.560","b""o@","1","652.643","-0.282","1.000"
"boar","4","2.180","9","4.800","0","1.306","9.830","b""Or","1","670.926","-0.412","1.000"
"board","5","64.160","3","4.570","8,315","1.803","6.370","b""Ord","1","607.333","-0.641","1.000"
"boards","6","4.350","2","#","5,126","1.637","6.370","b""Ordz","1","588.037","-0.511","1.000"
"board's","7","#","0","#","#","#","#","b""Ordz","1","603.000","-0.591","1.000"
"boast","5","1.060","6","2.320","0","2.031","8.220","b""ost","1","574.148","-0.662","1.000"
"boasts","6","0.310","6","#","1,119","1.617","8.220","b""osts","1","643.536","-0.407","1.000"
"boat","4","95.780","11","4.930","6,958","1.364","3.840","b""ot","1","617.036","-0.596","1.000"
"boats","5","11.750","9","#","4,687","1.261","3.840","b""ots","1","607.929","-0.457","1.000"
"boat's","6","#","1","#","#","#","#","b""ots","1","590.069","-0.660","1.000"
"bob","3","91.490","23","3.680","7,069","1.775","6.158","b""Ab","1","569.148","-0.701","1.000"
"bobbed","6","0.180","8","3.320","0","1.379","6.158","b""Abd","1","607.074","-0.497","1.000"
"Bob's","5","#","3","#","#","#","#","b""Abz","1","578.923","-0.645","1.000"
"bock","4","0.390","14","#","0","#","#","b""Ak","1","696.278","-0.187","0.667"
"bod","3","0.750","24","#","0","1.341","#","b""Ad","1","605.913","-0.389","0.885"
"bode","4","0.470","14","1.880","0","1.926","10.930","b""od","1","672.654","-0.217","0.929"
"bodes","5","0.200","11","#","0","#","10.930","b""odz","1","738.826","-0.038","0.821"
"bog","3","0.960","23","4.080","1","1.536","9.370","b""Ag","1","615.714","-0.592","1.000"
"bogged","6","0.470","8","#","0","1.869","9.370","b""Agd","1","676.880","-0.291","0.893"
"boil","4","5.940","10","4.200","0","1.227","6.600","b""OIl","1","586.692","-0.529","0.963"
"boiled","6","3.310","8","3.890","1","1.508","6.600","b""OIld","1","609.107","-0.522","1.000"
"boils","5","2.000","9","#","0","1.819","6.600","b""OIlz","1","606.852","-0.572","1.000"
"bold","4","7.550","15","2.430","3,366","1.957","9.210","b""old","1","567.667","-0.681","1.000"
"boll","4","0.180","18","#","0","#","#","b""ol","1","661.118","-0.352","0.607"
"bolt","4","6.880","12","4.670","1,026","1.596","7.280","b""olt","1","574.714","-0.611","1.000"
"bolts","5","2.180","10","#","0","1.433","7.280","b""olts","1","608.286","-0.489","1.000"
"bomb","4","53.650","4","4.840","5,745","1.440","8.000","b""Am","1","578.464","-0.732","1.000"
"bombed","6","3.860","4","3.330","2","1.457","8.000","b""Amd","1","610.167","-0.585","0.960"
"bombs","5","14.270","4","#","2,538","1.386","8.000","b""Amz","1","582.000","-0.691","1.000"
"bond","4","31.270","13","3.620","7,273","1.605","10.207","b""And","1","536.148","-0.830","1.000"
"bonds","5","6.670","8","#","3,494","1.354","10.207","b""Andz","1","600.464","-0.542","1.000"
"bone","4","26.060","20","4.900","4,143","1.634","5.530","b""on","1","592.000","-0.574","0.964"
"bones","5","30.610","16","#","3,660","1.573","5.530","b""onz","1","553.786","-0.741","1.000"
"bong","4","2.780","16","4.270","0","#","14.160","b""AN","1","559.296","-0.723","1.000"
"boo","3","11.690","18","2.480","0","1.428","3.781","b""u","1","574.115","-0.587","1.000"
"boob","4","3.000","8","4.380","0","#","8.160","b""ub","1","683.143","-0.161","1.000"
"book","4","176.980","15","4.900","8,745","1.831","3.680","b""Uk","1","601.000","-0.643","1.000"
"booked","6","10.410","9","2.550","1","1.594","3.680","b""Ukt","1","597.464","-0.515","1.000"
"books","5","67.760","13","#","8,251","1.670","3.680","b""Uks","1","555.038","-0.696","1.000"
"book's","6","#","1","#","#","#","#","b""Uks","1","579.370","-0.736","1.000"
"boom","4","21.800","10","3.660","4,009","1.696","5.560","b""um","1","567.926","-0.653","1.000"
"boomed","6","0.020","9","#","0","1.457","5.560","b""umd","1","622.308","-0.409","0.963"
"boon","4","2.120","16","2.480","0","1.862","12.940","b""un","1","622.207","-0.398","1.000"
"boor","4","0.060","11","#","0","#","12.140","b""Ur","1","757.773","-0.201","0.786"
"boors","5","0.120","9","#","0","#","12.140","b""Urz","1","657.111","-0.402","1.000"
"boos","4","0.160","22","#","0","#","3.781","b""uz","1","646.640","-0.321","0.962"
"boost","5","4.510","2","2.890","2,659","1.836","7.890","b""ust","1","591.607","-0.694","1.000"
"boosts","6","0.220","2","#","0","1.829","7.890","b""usts","1","641.583","-0.250","0.923"
"boot","4","11.140","18","4.960","1,905","1.732","3.890","b""ut","1","629.808","-0.462","1.000"
"booth","5","20.370","4","4.420","3,921","1.877","7.160","b""uT","1","586.556","-0.621","1.000"
"booths","6","1.120","1","#","0","1.755","7.160","b""uTs","1","610.346","-0.485","1.000"
"boots","5","19.160","19","5.000","1,695","1.585","4.860","b""uts","1","596.760","-0.573","1.000"
"booze","5","10.940","2","4.480","0","1.338","10.420","b""uz","1","613.815","-0.563","1.000"
"bop","3","1.840","19","3.630","0","0.977","6.310","b""Ap","1","657.038","-0.330","0.963"
"bore","4","7.750","16","2.960","3,458","1.963","8.907","b""Or","1","628.107","-0.470","1.000"
"bored","5","20.180","11","2.130","0","1.755","6.250","b""Ord","1","589.500","-0.569","1.000"
"bores","5","0.800","16","#","0","1.733","8.907","b""Orz","1","632.538","-0.467","1.000"
"born","4","83.690","15","3.220","2,621","1.784","4.680","b""Orn","1","597.519","-0.659","1.000"
"borne","5","1.020","6","#","0","2.153","3.580","b""Orn","1","662.462","-0.400","0.929"
"borscht","7","0.690","0","#","0","#","15.230","""bOrSt","1","809.950","0.307","0.741"
"boss","4","124.290","22","3.830","5,819","1.488","6.160","b""Os","1","541.214","-0.774","1.000"
"bossed","6","0.120","2","2.230","0","#","6.160","b""Ost","1","601.538","-0.522","0.929"
"botch","5","0.310","5","2.750","0","#","10.530","b""AtS","1","630.385","-0.398","0.963"
"both","4","295.330","6","2.970","9,667","2.383","4.772","b""oT","1","620.400","-0.501","0.962"
"bough","5","0.290","9","#","0","1.295","11.790","b""aU","1","811.739","0.321","0.852"
"boughs","6","0.350","6","#","0","1.240","11.790","b""aUz","1","754.385","0.451","0.500"
"bought","6","85.530","4","2.960","6,385","1.918","5.560","b""Ot","1","659.125","-0.305","0.960"
"bounce","6","9.840","2","3.860","0","1.705","6.170","b""aUns","1","607.185","-0.587","1.000"
"bounced","7","2.960","4","#","0","1.689","6.170","b""aUnst","1","632.074","-0.404","1.000"
"bound","5","18.430","7","3.430","6,059","2.155","9.000","b""aUnd","1","567.038","-0.603","1.000"
"bounds","6","2.250","8","#","1","1.964","9.000","b""aUndz","1","647.750","-0.385","1.000"
"bout","4","19.100","9","3.000","337","1.784","11.830","b""aUt","1","612.423","-0.517","0.963"
"bouts","5","0.510","7","#","0","1.726","11.830","b""aUts","1","699.074","-0.185","0.964"
"bow","3","20.270","23","4.610","4,163","1.742","4.950","b""o","1","631.583","-0.489","0.923"
"bowed","5","0.800","15","3.300","0","1.390","4.950","b""od","1","801.864","0.170","0.786"
"bowel","5","3.590","7","4.530","0","0.882","9.720","b""aU@l","1","686.429","-0.249","1.000"
"bowels","6","1.710","5","4.330","0","1.564","9.780","b""aU@lz","1","651.077","-0.351","0.929"
"bower","5","0.250","15","4.080","0","1.636","12.770","b""aUr","1","689.714","-0.191","0.808"
"bowers","6","1.180","12","#","0","1.713","#","b""aUrz","1","645.762","-0.281","0.750"
"bowl","4","21.450","10","4.870","4,021","1.554","4.260","b""ol","1","633.962","-0.391","0.929"
"bowls","5","2.180","9","4.730","1","1.618","4.260","b""olz","1","648.875","-0.238","1.000"
"bows","4","1.750","17","#","0","1.438","4.950","b""aUz","1","687.720","-0.116","0.926"
"box","3","89.750","16","4.900","7,696","1.916","4.300","b""Aks","1","557.071","-0.805","0.966"
"boxed","5","1.310","9","#","0","1.662","4.300","b""Akst","1","582.593","-0.664","1.000"
"boy","3","529.820","20","4.760","7,874","1.605","3.670","b""OI","1","555.846","-0.796","1.000"
"boys","4","224.160","15","#","7,760","1.554","3.670","b""OIz","1","569.286","-0.690","1.000"
"boy's","5","#","2","#","#","#","#","b""OIz","1","573.643","-0.631","1.000"
"bra","3","10.920","8","4.540","0","1.229","8.210","br""A","1","598.556","-0.556","1.000"
"brace","5","6.250","9","3.960","0","1.809","7.890","br""es","1","583.481","-0.637","1.000"
"braced","6","0.270","7","3.000","0","1.493","7.890","br""est","1","627.074","-0.448","1.000"
"Brad","4","30.220","11","#","3,106","1.424","#","br""ad","1","620.231","-0.396","0.963"
"brae","4","0.080","8","#","0","1.370","11.890","br""e","1","672.500","-0.242","0.357"
"brag","4","3.510","9","2.410","0","#","7.790","br""ag","1","590.786","-0.625","1.000"
"bragged","7","0.590","2","#","0","#","7.790","br""agd","1","640.929","-0.253","1.000"
"Brahms","6","0.760","0","#","0","#","#","br""Amz","1","788.120","0.103","0.893"
"braid","5","0.940","3","4.380","0","1.326","7.220","br""ed","1","674.963","-0.374","1.000"
"braids","6","0.780","2","#","0","#","7.220","br""edz","1","600.148","-0.560","1.000"
"braille","7","0.550","0","4.440","0","1.383","9.000","br""el","1","670.750","-0.189","0.857"
"brain","5","77.020","7","4.690","5,954","1.565","5.760","br""en","1","597.400","-0.593","1.000"
"brains","6","27.470","5","3.960","62","1.650","5.760","br""enz","1","588.808","-0.546","0.963"
"brain's","7","#","0","#","#","#","#","br""enz","1","635.857","-0.537","1.000"
"braise","6","#","2","3.090","0","#","13.607","br""ez","1","698.615","-0.347","0.963"
"brake","5","5.980","7","4.440","631","1.354","5.950","br""ek","1","618.143","-0.648","1.000"
"brakes","6","6.650","6","#","195","1.183","5.950","br""eks","1","617.440","-0.477","0.962"
"bran","4","1.310","12","4.480","0","1.092","9.950","br""an","1","675.667","-0.379","0.923"
"branch","6","10.080","2","4.900","7,224","1.816","5.110","br""antS","1","568.357","-0.659","1.000"
"branched","8","0.140","2","3.140","0","1.528","5.110","br""antSt","1","637.400","-0.490","0.926"
"brand","5","13.960","4","3.290","7,319","1.757","7.720","br""and","1","594.333","-0.567","1.000"
"brands","6","1.020","4","#","3,162","1.275","7.720","br""andz","1","575.250","-0.685","1.000"
"brash","5","0.410","4","2.460","0","1.642","11.470","br""aS","1","638.107","-0.486","1.000"
"brass","5","12.120","8","4.700","3,889","1.616","9.050","br""as","1","611.393","-0.605","1.000"
"brat","4","6.220","11","3.620","0","1.403","6.210","br""at","1","566.192","-0.714","0.963"
"brave","5","31.710","7","2.260","1,929","1.894","6.000","br""ev","1","560.704","-0.752","1.000"
"braved","6","0.250","7","#","0","1.768","6.000","br""evd","1","646.893","-0.415","1.000"
"braves","6","0.630","9","#","42","#","6.000","br""evz","1","592.500","-0.499","1.000"
"brawl","5","2.120","4","3.630","0","1.581","9.200","br""Ol","1","627.143","-0.462","1.000"
"brawn","5","0.570","6","2.790","0","#","10.060","br""On","1","636.111","-0.432","0.931"
"bray","4","0.390","11","#","0","1.794","#","br""e","1","576.231","-0.538","0.929"
"breach","6","6.220","5","2.480","1,074","1.426","11.720","br""itS","1","601.292","-0.567","0.960"
"bread","5","28.330","6","4.920","2,333","1.555","3.580","br""Ed","1","600.414","-0.599","1.000"
"breadth","7","0.430","0","2.230","0","1.919","11.380","br""EtT","1","718.692","-0.090","0.929"
"break","5","221.080","6","3.710","8,291","2.149","5.300","br""ek","1","591.964","-0.703","1.000"
"breaks","6","18.820","4","#","5,708","2.024","5.300","br""eks","1","601.120","-0.524","0.962"
"breast","6","8.960","0","4.890","2,190","1.493","6.600","br""Est","1","640.615","-0.347","0.963"
"breasts","7","12.430","0","5.000","0","1.144","8.028","br""Ests","1","598.929","-0.502","1.000"
"breath","6","44.920","2","4.360","1,072","1.503","5.810","br""ET","1","626.320","-0.411","1.000"
"breathe","7","48.510","3","4.070","0","1.611","4.110","br""iD","1","581.296","-0.554","1.000"
"breathed","8","1.390","4","3.570","0","1.456","4.110","br""iDd","1","723.917","-0.099","0.857"
"breathes","8","1.840","4","#","0","1.423","4.110","br""iDz","1","710.375","-0.142","0.923"
"breaths","7","3.100","3","#","0","1.365","5.810","br""ETs","1","764.480","0.086","0.962"
"bred","4","2.450","7","3.380","12","1.553","9.000","br""Ed","1","593.741","-0.473","1.000"
"breech","6","0.690","1","2.960","0","#","11.790","br""itS","1","627.462","-0.418","1.000"
"breed","5","6.330","6","2.850","3,055","1.384","9.000","br""id","1","593.680","-0.591","1.000"
"breeds","6","1.060","2","#","51","1.093","9.000","br""idz","1","622.741","-0.287","1.000"
"breed's","7","#","0","#","#","#","#","br""idz","1","635.885","-0.529","0.963"
"breeze","6","8.040","2","3.620","0","1.481","6.220","br""iz","1","564.714","-0.639","1.000"
"Brett","5","5.710","1","#","1,690","#","#","br""Et","1","646.786","-0.422","1.000"
"brew","4","2.510","7","4.070","0","1.413","9.060","br""u","1","556.593","-0.674","1.000"
"brewed","6","0.430","2","#","0","1.058","9.060","br""ud","1","637.750","-0.390","1.000"
"brewers","7","0.100","1","#","2","0.892","11.007","br""u@`z","1","695.160","-0.291","0.962"
"Brewer's","8","#","0","#","#","#","#","br""u@`z","1","652.840","-0.232","0.962"
"Brian","5","35.550","3","#","6,488","#","#","br""aI@n","1","644.963","-0.444","0.964"
"briar","5","0.760","2","4.440","0","1.571","9.620","br""aIr","1","654.609","-0.252","0.885"
"bribe","5","6.040","4","3.440","0","1.810","9.740","br""aIb","1","616.769","-0.603","1.000"
"bribed","6","1.920","1","#","0","1.781","9.740","br""aIbd","1","646.462","-0.187","0.963"
"bribes","6","1.430","4","#","0","1.577","9.740","br""aIbz","1","645.571","-0.472","1.000"
"brick","5","10.180","8","4.830","3,310","1.468","6.430","br""Ik","1","564.269","-0.691","1.000"
